service_id,channel_name,matched_display_name,source_url,png_file,svg_file,png_path,svg_path,status,timestamp
vh1,VH1,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
comedy_central,Comedy Central,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
paramount_network,Paramount Network,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
disney_channel,Disney Channel,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
nickelodeon,Nickelodeon,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
cartoon_network,Cartoon Network,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
adult_swim,Adult Swim,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
trutv,TruTV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
investigation_discovery,Investigation Discovery,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
own,OWN,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
hallmark,Hallmark Channel,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
showtime,Showtime,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
hbo,HBO,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
starz,Starz,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
vice_tv,VICE TV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
cbc,CBC,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
ctv,CTV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
global,Global,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
citytv,Citytv,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
much,Much,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
slice,Slice,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
showcase_ca,Showcase,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
ctv_scifi,CTV Sci-Fi,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
outtv,OutTV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
hgtv_ca,HGTV Canada,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
discovery_ca,Discovery Channel Canada,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
mtv_ca,MTV Canada,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
bbc,BBC,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
itv,ITV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
channel4,Channel 4,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
e4,E4,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
more4,More4,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
film4,Film4,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
channel5,Channel 5,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
fiveusa,5USA,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
fivestar,5Star,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
sky,Sky,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
sky_scifi,Sky Sci-Fi,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
abc_au,ABC (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
nitv,NITV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
seven_au,7 (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
nine_au,9 (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
ten_au,10 (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
sky_news_au,Sky News Australia,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
netflix,Netflix,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
prime_video,Prime Video,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
disney_plus,Disney+,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
hulu,Hulu,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
max,Max,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
peacock,Peacock,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
paramount_plus,Paramount+,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
apple_tv_plus,Apple TV+,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
crave,Crave,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
britbox,BritBox,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
dazn,DAZN,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
stacktv,StackTV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
now,NOW,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
itvx,ITVX,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
my5,My5,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
uktv_play,UKTV Play,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
stan,Stan,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
ten_play,10 Play,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
nine_now,9Now,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
seven_plus,7plus,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 00:46:38
