component_family,variant_id,page_file,render_file,render_function,element_name,element_selector_or_hook,purpose,required_or_optional,data_fields_used,actions_supported,appears_in_other_variants,other_variant_ids,appears_in_other_pages,other_page_files,baseline_candidate,keep_shared_or_local,related_mockup_target,notes
episode_card,CAL_EPISODE_CARD_V1,web/calendar.html,web/calendar.html,renderCalendar,title block,.ep-title|.ep-show,episode and show identity in compact card,required,episode_name|show_title|season_number|episode_number,open details via card button,yes,EPISODE_CARD_POPUP_V2|TREE_EPISODE_ROW_V1,yes,web/discover.html|web/tv_shows_listing.html,yes,hybrid,mockup_episode_card.html,Calendar splits episode title and show name into separate text nodes
episode_card,CAL_EPISODE_CARD_V1,web/calendar.html,web/calendar.html,renderCalendar,provider/watch button group,.ep-side-actions|.providerrow,direct streaming and provider logos,optional,links|watch_providers|network logos,provider links,yes,EPISODE_CARD_POPUP_V2|WATCHME_CAROUSEL_EPISODE_V1|TREE_EPISODE_ROW_V1,yes,web/discover.html|web/watch_me/watch_me.html|web/tv_shows_listing.html,yes,hybrid,mockup_episode_card.html,Contains logos and local media link not present elsewhere
episode_card,CAL_EPISODE_CARD_V1,web/calendar.html,web/calendar.html,renderCalendar,episode action row,.ep-actions-row,dense history/list/rate/remove actions,optional,watch state|tmdb_id,history|date|list|lists|remove|rate,yes,SHOW_CARD_DISCOVER_V2|MOVIE_CARD_APP_V2,yes,web/discover.html|web/shows.html,yes,local,mockup_episode_card.html,Keep page-specific in first refactor pass
episode_card,WATCHME_DETAIL_EPISODE_V1,web/watch.me.html,web/watch.me.html,renderSeasonDetail,title block,.epTitle,readable episode title,required,title|name,none,yes,EPISODE_CARD_POPUP_V2|TREE_EPISODE_ROW_V1,yes,web/discover.html|web/tv_shows_listing.html,yes,shared,mockup_episode_card.html,None
episode_card,WATCHME_DETAIL_EPISODE_V1,web/watch.me.html,web/watch.me.html,renderSeasonDetail,badges/status chips,.epBadge,S/E identity badge,required,season_number|episode_number,none,yes,EPISODE_CARD_POPUP_V2|TREE_EPISODE_ROW_V1|HEATED_EPISODE_CARD_V1,yes,web/discover.html|web/tv_shows_listing.html|web/heated-rivalry.html,yes,shared,mockup_episode_card.html,Same concept named badge/num pill elsewhere
episode_card,WATCHME_DETAIL_EPISODE_V1,web/watch.me.html,web/watch.me.html,renderSeasonDetail,deep-link/provider-link logic,.miniBtn buttons,TMDB and streaming links,required,show tmdb_id|episode links,TMDB|Videasy|Vidsrc,yes,EPISODE_CARD_POPUP_V2|TREE_EPISODE_ROW_V1,yes,web/discover.html|web/tv_shows_listing.html,yes,shared,mockup_episode_card.html,None
episode_card,WATCHME_CAROUSEL_EPISODE_V1,web/watch_me/watch_me.html,web/watch_me/watch_me.html,episodeCard,title block,.ov .k|.ov .n,show title and episode subtitle overlay,required,title|epTitle,enter key opens primary link,yes,CAL_EPISODE_CARD_V1|EPISODE_CARD_POPUP_V2,yes,web/calendar.html|web/discover.html,yes,hybrid,mockup_episode_card.html,Overlay contract differs from popup/body text stack
episode_card,WATCHME_CAROUSEL_EPISODE_V1,web/watch_me/watch_me.html,web/watch_me/watch_me.html,episodeCard,toggle/watch-state controls,.watched-toggle[data-watched-key],compact watched switch,optional,watched key|client id|item id,toggle watched API state,yes,EPISODE_CARD_POPUP_V2|CAL_EPISODE_CARD_V1,yes,web/discover.html|web/calendar.html,yes,hybrid,mockup_episode_card.html,Behavior shared; implementation is API-backed and page-specific
episode_card,TREE_EPISODE_ROW_V1,web/tv_shows_listing.html,web/tv_shows_listing.html,buildEpisodeRow,title block,.primary.line1,utility episode title line,required,title|air_date|runtime,none,yes,EPISODE_CARD_POPUP_V2|WATCHME_DETAIL_EPISODE_V1,yes,web/discover.html|web/watch.me.html,yes,shared,mockup_episode_card.html,None
episode_card,TREE_EPISODE_ROW_V1,web/tv_shows_listing.html,web/tv_shows_listing.html,buildEpisodeRow,deep-link/provider-link logic,.pillbar|getLinksCascade,provider link fallback chain,required,episode.links|season.links|show.links,provider links,yes,EPISODE_CARD_POPUP_V2|CAL_EPISODE_CARD_V1,yes,web/discover.html|web/calendar.html,yes,shared,mockup_episode_card.html,This fallback helper should be centralized first
